ordered_item_id(pk),order_id,product_id,quantity,unit_price
7486,3022,45,5,76.99
10798,3023,274,3,24.99
6820,3024,164,4,199.99
816,3025,164,3,199.99
4377,3025,112,7,84.99
4582,3025,46,5,21.99
10799,3026,117,5,8.99
10800,3027,129,5,15.99
7600,3028,8,1,21.99
7324,3029,126,6,27.99
2277,3030,145,1,15.99
9028,3031,106,4,27.99
9125,3031,186,2,16.99
10801,3032,48,4,15
5638,3033,54,4,5.49
10802,3034,84,2,11.99
2429,3035,194,1,16.99
5293,3035,245,5,24.99
7103,3035,84,7,11.99
10803,3036,264,4,24.99
10804,3037,37,5,76.99
10805,3038,245,8,24.99
10806,3039,171,2,69.99
1564,3040,256,2,24.99
4673,3040,202,2,17.99
4953,3040,22,2,18.99
3098,3041,101,1,11.99
9805,3042,174,7,199.99
9943,3042,40,1,5.49
10807,3043,52,6,21.99
8510,3044,170,7,379.99
239,3045,21,4,18.99
3097,3045,69,1,42.99
6866,3046,41,3,15
8440,3047,80,5,11.99
10808,3048,27,2,5.49
3502,3049,115,6,8.99
2469,3050,226,2,44.99
4157,3050,3,1,76.99
7855,3050,7,2,59.99
10809,3051,226,8,44.99
562,3052,202,6,17.99
8372,3052,40,4,5.49
9315,3052,216,6,24.99
1162,3053,78,8,31.99
2057,3054,164,7,199.99
4727,3055,235,5,16.99
10810,3056,150,4,33.99
3818,3057,81,7,19.99
10811,3058,147,2,15.99
7577,3059,211,4,24.99
10812,3060,224,7,24.99
3346,3061,172,5,379.99
3653,3061,27,4,5.49
10813,3062,246,5,44.99
8692,3063,65,5,31.99
842,3064,249,6,24.99
891,3065,96,4,19.99
4481,3065,172,1,379.99
5845,3065,20,1,59.99
6590,3065,171,5,69.99
10814,3066,76,3,11.99
10815,3067,10,7,5.49
3313,3068,203,6,44.99
6188,3068,256,2,24.99
8811,3068,119,3,9.99
4935,3069,134,5,33.99
5662,3069,227,1,24.99
7696,3069,114,4,9.99
8665,3069,59,8,59.99
10816,3070,251,6,44.99
10817,3071,99,8,19.99
1597,3072,110,1,8.99
6783,3072,257,1,44.99
9587,3072,254,4,16.99
5336,3073,218,2,12.99
10818,3074,219,8,24.99
10819,3075,86,4,31.99
1091,3076,145,2,15.99
1953,3076,84,6,11.99
3440,3077,239,4,24.99
9841,3077,243,6,24.99
10820,3078,126,3,27.99
1336,3079,23,2,18.99
1725,3079,66,8,42.99
1842,3079,49,1,15
3151,3079,131,5,15.99
10821,3080,152,5,199.99
10822,3081,43,8,21.99
6124,3082,19,4,21.99
8271,3082,92,4,42.99
9133,3083,27,2,5.49
3963,3084,174,2,199.99
4251,3084,189,3,24.99
4494,3084,50,8,15
997,3085,224,2,24.99
7402,3086,79,6,7.49
8551,3086,18,2,18.99
2575,3087,156,2,199.99
44,3088,220,4,24.99
3524,3088,171,7,69.99
2952,3089,135,5,12.99
9502,3089,64,3,31.99
10823,3090,112,3,84.99
10824,3091,183,4,69.99
10825,3092,132,5,12.99
10826,3093,86,5,31.99
10827,3094,269,4,16.99
1378,3095,244,5,24.99
10828,3096,80,8,11.99
9896,3097,225,1,24.99
9728,3098,103,7,7.49
10829,3099,120,3,9.99
10830,3100,138,6,33.99
10831,3101,131,6,15.99
3795,3102,192,1,24.99
10832,3103,141,4,33.99
1567,3104,196,1,44.99
2698,3105,239,4,24.99
4495,3105,57,6,76.99
1716,3106,117,7,8.99
2254,3106,187,4,12.99
3312,3106,272,7,24.99
9757,3106,6,1,18.99
10833,3107,155,7,379.99
9323,3108,219,8,24.99
3545,3109,274,2,24.99
582,3110,112,8,84.99
10834,3111,134,6,33.99
1494,3112,233,4,24.99
168,3113,26,5,5.49
4189,3113,54,5,5.49
6150,3114,261,1,24.99
8254,3115,253,8,24.99
6008,3116,70,1,31.99
4422,3117,12,3,15
5085,3117,133,5,12.99
8893,3117,236,5,12.99
8949,3117,80,3,11.99
5981,3118,61,5,19.99
7269,3118,244,4,24.99
10835,3119,225,2,24.99
4027,3120,61,1,19.99
10836,3121,93,2,7.49
5173,3122,105,1,9.99
1684,3123,53,6,59.99
4904,3123,30,3,76.99
4452,3124,189,7,24.99
10837,3125,64,3,31.99
10838,3126,195,6,24.99
10839,3127,159,3,69.99
754,3128,77,5,42.99
5884,3129,202,5,17.99
7394,3129,120,4,9.99
8872,3129,235,4,16.99
9014,3129,160,2,199.99
5940,3130,179,3,379.99
817,3131,16,4,21.99
7889,3132,276,1,24.99
10840,3133,164,5,199.99
6628,3134,32,7,76.99
10841,3135,233,4,24.99
2406,3136,70,3,31.99
10842,3137,209,1,24.99
304,3138,30,1,76.99
4553,3138,190,4,44.99
7067,3138,57,7,76.99
10843,3139,16,5,21.99
10844,3140,207,6,24.99
10845,3141,226,5,44.99
10846,3142,7,6,59.99
10847,3143,136,1,15.99
6923,3144,156,7,199.99
10848,3145,122,1,27.99
10849,3146,34,7,76.99
21,3147,143,7,33.99
7256,3147,190,1,44.99
3007,3148,248,5,24.99
5457,3148,242,6,17.99
8859,3148,254,2,16.99
9675,3149,278,2,12.99
10850,3150,66,4,42.99
10851,3151,142,1,12.99
6048,3152,275,3,24.99
6401,3152,168,1,199.99
1881,3153,126,3,27.99
4971,3153,9,8,59.99
7107,3153,44,1,15
10852,3154,189,7,24.99
10853,3155,41,3,15
10854,3156,171,4,69.99
10855,3157,236,1,12.99
3416,3158,43,6,21.99
4188,3158,92,5,42.99
4633,3159,41,3,15
10856,3160,231,2,24.99
9310,3161,142,3,12.99
1148,3162,41,5,15
4002,3162,172,1,379.99
10857,3163,251,1,44.99
10858,3164,241,8,44.99
6053,3165,237,4,16.99
4101,3166,44,2,15
5829,3166,143,8,33.99
9123,3166,87,2,7.49
237,3167,237,7,16.99
9647,3167,15,5,15
144,3168,169,5,379.99
4460,3168,241,8,44.99
5610,3168,72,8,11.99
446,3169,123,4,27.99
9919,3169,141,6,33.99
10859,3170,278,8,12.99
3408,3171,270,2,24.99
3685,3171,260,2,44.99
6214,3171,124,3,84.99
7061,3171,171,4,69.99
10860,3172,250,4,24.99
4924,3173,249,4,24.99
10861,3174,83,8,7.49
10862,3175,249,8,24.99
5892,3176,121,8,27.99
10863,3177,13,8,59.99
3128,3178,6,4,18.99
10864,3179,95,2,11.99
7254,3180,202,8,17.99
10865,3181,99,3,19.99
6182,3182,200,8,16.99
8321,3182,236,1,12.99
10866,3183,199,8,24.99
2905,3184,109,4,84.99
7187,3184,5,2,21.99
7886,3184,110,6,8.99
9820,3184,168,7,199.99
7436,3185,38,6,18.99
9674,3186,57,7,76.99
10867,3187,133,2,12.99
1868,3188,124,8,84.99
8467,3188,55,6,18.99
9786,3188,204,3,24.99
1134,3189,105,4,9.99
3874,3189,223,7,24.99
10868,3190,6,5,18.99
2001,3191,59,1,59.99
5425,3191,72,7,11.99
6020,3192,69,8,42.99
7958,3192,115,8,8.99
10869,3193,40,2,5.49
532,3194,25,2,21.99
2359,3194,57,5,76.99
564,3195,165,3,379.99
10870,3196,19,3,21.99
10871,3197,183,8,69.99
2282,3198,249,5,24.99
6705,3198,58,3,15
9660,3198,162,7,199.99
4268,3199,109,8,84.99
413,3200,191,3,12.99
10872,3201,172,6,379.99
8163,3202,263,6,24.99
9332,3203,248,5,24.99
5646,3204,81,4,19.99
8907,3204,261,8,24.99
9526,3204,115,2,8.99
9572,3205,187,2,12.99
10873,3206,255,2,24.99
2378,3207,25,1,21.99
2716,3207,186,1,16.99
9710,3207,161,1,199.99
10874,3208,261,8,24.99
3194,3209,6,4,18.99
5837,3210,204,4,24.99
7068,3211,225,8,24.99
5579,3212,95,2,11.99
7945,3212,132,6,12.99
2360,3213,33,8,59.99
3869,3213,83,3,7.49
4873,3214,180,6,199.99
10875,3215,198,3,24.99
2841,3216,133,2,12.99
270,3217,117,6,8.99
742,3218,2,3,21.99
2597,3218,86,8,31.99
8765,3219,144,1,12.99
10876,3220,188,4,17.99
10877,3221,160,7,199.99
5735,3222,116,4,8.99
10878,3223,103,2,7.49
8334,3224,190,2,44.99
10879,3225,226,3,44.99
7853,3226,185,2,24.99
8197,3226,43,3,21.99
4925,3227,24,6,59.99
6174,3227,37,1,76.99
10880,3228,65,6,31.99
2941,3229,181,7,69.99
5834,3229,273,6,24.99
2118,3230,183,2,69.99
8662,3230,173,2,69.99
9767,3230,227,7,24.99
522,3231,172,2,379.99
3923,3231,131,2,15.99
930,3232,261,3,24.99
4973,3232,122,1,27.99
3605,3233,3,2,76.99
3147,3234,191,5,12.99
10881,3235,74,5,7.49
2455,3236,83,3,7.49
3247,3237,141,5,33.99
9952,3238,51,4,5.49
3371,3239,224,6,24.99
8986,3239,171,6,69.99
674,3240,227,4,24.99
2804,3240,186,3,16.99
3094,3240,173,1,69.99
1160,3241,107,6,84.99
9184,3242,97,4,31.99
5468,3243,103,3,7.49
10882,3244,191,1,12.99
10883,3245,85,3,42.99
518,3246,188,4,17.99
4759,3246,129,1,15.99
10884,3247,191,1,12.99
846,3248,65,5,31.99
10885,3249,113,5,9.99
10886,3250,170,7,379.99
10887,3251,69,2,42.99
2403,3252,118,6,8.99
2515,3253,96,2,19.99
4557,3253,183,2,69.99
2426,3254,56,8,76.99
10888,3255,155,3,379.99
7775,3256,86,2,31.99
8604,3256,236,8,12.99
9012,3256,170,8,379.99
1749,3257,22,3,18.99
5544,3257,165,6,379.99
3210,3258,38,7,18.99
5732,3258,99,1,19.99
679,3259,163,7,69.99
9987,3259,269,4,16.99
8357,3260,31,1,18.99
8612,3260,110,6,8.99
10889,3261,150,7,33.99
3910,3262,232,7,17.99
2376,3263,253,7,24.99
8965,3263,225,3,24.99
5159,3264,153,6,199.99
4947,3265,209,6,24.99
6839,3265,178,3,69.99
6065,3266,93,6,7.49
5929,3267,207,6,24.99
657,3268,201,5,24.99
10890,3269,181,3,69.99
1154,3270,73,2,31.99
5360,3270,139,6,33.99
2647,3271,30,8,76.99
2967,3271,235,8,16.99
10891,3272,165,1,379.99
1872,3273,190,6,44.99
8391,3273,221,4,17.99
202,3274,200,6,16.99
6394,3274,177,2,379.99
6422,3274,126,5,27.99
2843,3275,188,2,17.99
4692,3275,153,3,199.99
1428,3276,3,2,76.99
5526,3277,147,3,15.99
7064,3277,268,3,24.99
4977,3278,90,5,11.99
6843,3278,186,7,16.99
6451,3279,130,2,15.99
8073,3279,35,4,21.99
9621,3279,199,3,24.99
4950,3280,59,2,59.99
10892,3281,151,6,69.99
6982,3282,49,1,15
3466,3283,217,4,24.99
6634,3283,12,6,15
6917,3283,67,1,11.99
7929,3284,61,8,19.99
10893,3285,165,4,379.99
10894,3286,275,3,24.99
1003,3287,274,2,24.99
8851,3287,121,7,27.99
3333,3288,170,5,379.99
7305,3288,279,6,44.99
7954,3288,140,3,33.99
3189,3289,261,7,24.99
3841,3290,100,2,19.99
10895,3291,261,4,24.99
5841,3292,72,8,11.99
1039,3293,272,7,24.99
10896,3294,77,3,42.99
10897,3295,6,2,18.99
4289,3296,277,8,12.99
4610,3297,190,4,44.99
8399,3297,242,2,17.99
2489,3298,36,2,18.99
5673,3299,198,2,24.99
10898,3300,75,5,42.99
10899,3301,10,3,5.49
4785,3302,117,8,8.99
75,3303,102,3,42.99
6224,3303,235,4,16.99
9723,3303,99,2,19.99
10900,3304,132,4,12.99
1033,3305,106,6,27.99
1616,3306,184,3,24.99
7432,3306,168,3,199.99
1618,3307,177,5,379.99
10901,3308,263,7,24.99
2329,3309,193,4,17.99
10902,3310,47,6,59.99
3345,3311,88,4,7.49
5996,3311,146,3,12.99
5019,3312,205,8,24.99
6206,3312,97,1,31.99
9925,3312,188,5,17.99
1940,3313,62,1,19.99
8258,3313,149,1,33.99
10903,3314,73,6,31.99
1609,3315,221,1,17.99
10904,3316,64,6,31.99
2443,3317,42,6,15
5181,3318,83,3,7.49
10905,3319,138,6,33.99
10906,3320,101,6,11.99
10907,3321,238,2,24.99
2179,3322,80,1,11.99
2701,3322,10,8,5.49
4794,3322,171,8,69.99
2983,3323,67,2,11.99
4141,3324,8,8,21.99
1028,3325,228,2,24.99
3689,3325,176,5,69.99
9866,3325,278,6,12.99
6045,3326,2,5,21.99
10908,3327,88,7,7.49
10909,3328,257,6,44.99
6130,3329,203,1,44.99
6652,3330,102,3,42.99
443,3331,8,2,21.99
3481,3331,234,7,17.99
6389,3332,83,6,7.49
4121,3333,201,3,24.99
8371,3333,159,6,69.99
7502,3334,42,1,15
10910,3335,131,3,15.99
1887,3336,210,1,17.99
5722,3337,133,1,12.99
4073,3338,227,1,24.99
4277,3339,33,3,59.99
6425,3339,19,8,21.99
10911,3340,47,3,59.99
3406,3341,183,3,69.99
10912,3342,242,2,17.99
10913,3343,31,8,18.99
5086,3344,50,8,15
7184,3344,56,2,76.99
3959,3345,146,4,12.99
1875,3346,26,2,5.49
10914,3347,269,2,16.99
10915,3348,256,6,24.99
5902,3349,177,2,379.99
9269,3349,32,4,76.99
739,3350,96,1,19.99
1570,3350,184,3,24.99
1949,3351,42,2,15
431,3352,278,3,12.99
10916,3353,261,3,24.99
10917,3354,254,6,16.99
10918,3355,42,6,15
1509,3356,277,8,12.99
2620,3356,74,4,7.49
10919,3357,116,8,8.99
506,3358,22,1,18.99
6177,3359,241,3,44.99
10920,3360,181,2,69.99
2130,3361,91,1,19.99
2141,3361,271,6,24.99
1670,3362,259,2,12.99
9027,3362,37,3,76.99
6810,3363,201,8,24.99
5483,3364,3,6,76.99
10921,3365,77,2,42.99
10922,3366,2,5,21.99
10923,3367,161,7,199.99
4138,3368,41,8,15
4654,3368,242,8,17.99
447,3369,47,2,59.99
1455,3369,67,7,11.99
3911,3369,270,4,24.99
8703,3369,167,6,69.99
10924,3370,209,7,24.99
3754,3371,239,4,24.99
4017,3371,279,7,44.99
10925,3372,273,8,24.99
176,3373,115,4,8.99
550,3374,163,8,69.99
1292,3375,203,6,44.99
358,3376,79,3,7.49
10926,3377,1,7,18.99
6295,3378,249,2,24.99
6114,3379,190,2,44.99
9302,3379,175,5,379.99
1483,3380,182,1,379.99
2894,3381,240,4,17.99
7524,3382,38,8,18.99
7949,3383,141,8,33.99
10927,3384,215,2,17.99
4764,3385,254,7,16.99
1661,3386,227,2,24.99
9351,3386,223,7,24.99
6225,3387,17,7,5.49
563,3388,87,5,7.49
853,3388,206,3,16.99
1072,3388,150,2,33.99
4883,3388,224,2,24.99
10928,3389,25,5,21.99
10929,3390,88,5,7.49
2702,3391,36,7,18.99
2945,3391,222,7,12.99
9139,3391,225,1,24.99
2923,3392,249,3,24.99
10930,3393,148,4,12.99
10931,3394,18,1,18.99
787,3395,15,6,15
3119,3396,173,2,69.99
9246,3397,260,8,44.99
10932,3398,266,8,24.99
5222,3399,62,4,19.99
5364,3400,176,8,69.99
7877,3400,104,7,19.99
1794,3401,266,7,24.99
597,3402,225,1,24.99
3651,3402,242,3,17.99
8001,3403,213,8,12.99
8672,3403,72,6,11.99
1590,3404,47,4,59.99
2959,3404,220,6,24.99
5186,3405,170,5,379.99
2680,3406,198,6,24.99
10933,3407,211,3,24.99
2233,3408,1,4,18.99
3783,3409,218,1,12.99
6791,3409,28,8,15
4371,3410,27,7,5.49
5964,3411,266,7,24.99
8858,3411,201,7,24.99
1265,3412,46,6,21.99
2884,3413,78,1,31.99
7525,3413,72,6,11.99
3957,3414,222,7,12.99
7496,3415,160,8,199.99
10934,3416,13,6,59.99
10935,3417,144,5,12.99
10936,3418,89,8,7.49
10937,3419,26,2,5.49
10938,3420,159,5,69.99
9365,3421,96,4,19.99
10939,3422,62,4,19.99
4869,3423,106,4,27.99
10940,3424,234,7,17.99
2877,3425,15,1,15
10941,3426,87,7,7.49
10942,3427,238,6,24.99
9989,3428,195,1,24.99
10943,3429,28,4,15
10944,3430,59,5,59.99
541,3431,241,8,44.99
3881,3431,264,7,24.99
8302,3431,157,1,69.99
10945,3432,203,5,44.99
9036,3433,59,5,59.99
9897,3434,101,5,11.99
10946,3435,10,5,5.49
3495,3436,206,2,16.99
10947,3437,61,2,19.99
634,3438,137,7,15.99
2889,3438,146,7,12.99
1765,3439,196,1,44.99
7699,3440,175,8,379.99
3842,3441,121,8,27.99
6588,3441,177,3,379.99
10948,3442,232,4,17.99
12,3443,271,5,24.99
317,3443,88,2,7.49
996,3444,125,6,9.99
4501,3444,58,1,15
5846,3444,2,4,21.99
3726,3445,184,1,24.99
6993,3445,234,4,17.99
9657,3445,261,4,24.99
10949,3446,188,5,17.99
3379,3447,158,5,379.99
1107,3448,63,8,42.99
3979,3448,117,8,8.99
4606,3448,48,6,15
8939,3449,7,7,59.99
9196,3449,60,4,31.99
10950,3450,215,8,17.99
4829,3451,4,1,5.49
6589,3451,80,4,11.99
6699,3451,251,5,44.99
1359,3452,132,3,12.99
7636,3452,130,5,15.99
9717,3452,157,2,69.99
6129,3453,39,2,59.99
1092,3454,152,6,199.99
259,3455,167,8,69.99
5228,3455,4,5,5.49
10951,3456,59,3,59.99
5346,3457,195,1,24.99
10952,3458,110,2,8.99
3790,3459,54,7,5.49
4333,3459,204,5,24.99
7319,3459,149,8,33.99
348,3460,139,3,33.99
9556,3460,41,8,15
10953,3461,80,7,11.99
4153,3462,191,8,12.99
8654,3462,254,8,16.99
10954,3463,86,6,31.99
3961,3464,25,2,21.99
9244,3464,117,4,8.99
1774,3465,126,7,27.99
5791,3465,70,7,31.99
8530,3465,121,3,27.99
385,3466,119,6,9.99
4851,3467,93,8,7.49
1403,3468,133,3,12.99
4771,3468,53,3,59.99
6742,3468,87,1,7.49
400,3469,41,4,15
2614,3469,63,3,42.99
7472,3470,18,1,18.99
8222,3470,19,6,21.99
8578,3471,174,6,199.99
10955,3472,150,8,33.99
6025,3473,107,7,84.99
10956,3474,149,7,33.99
10957,3475,111,2,8.99
10958,3476,138,1,33.99
140,3477,271,6,24.99
4109,3477,127,4,9.99
10959,3478,142,2,12.99
10960,3479,242,5,17.99
6035,3480,53,2,59.99
382,3481,75,5,42.99
700,3482,208,8,24.99
10961,3483,234,6,17.99
10962,3484,160,2,199.99
7416,3485,157,3,69.99
10963,3486,239,5,24.99
698,3487,276,1,24.99
93,3488,260,7,44.99
1303,3489,167,5,69.99
6637,3489,254,2,16.99
8450,3490,247,8,24.99
9266,3490,14,1,5.49
9318,3490,63,3,42.99
10964,3491,7,5,59.99
2749,3492,152,8,199.99
5953,3492,72,2,11.99
499,3493,125,5,9.99
1501,3493,189,5,24.99
10965,3494,8,1,21.99
10966,3495,33,5,59.99
10967,3496,51,2,5.49
4406,3497,41,1,15
10968,3498,150,5,33.99
10969,3499,173,8,69.99
10970,3500,172,5,379.99
2380,3501,16,5,21.99
8201,3501,272,4,24.99
10971,3502,53,3,59.99
2399,3503,229,5,12.99
7983,3503,181,3,69.99
788,3504,35,6,21.99
6460,3504,84,1,11.99
9148,3504,20,8,59.99
10972,3505,120,5,9.99
1587,3506,83,4,7.49
4990,3506,7,5,59.99
10973,3507,56,1,76.99
10974,3508,225,1,24.99
9347,3509,175,5,379.99
2622,3510,262,1,24.99
4324,3510,264,8,24.99
2845,3511,125,5,9.99
10975,3512,124,5,84.99
10976,3513,208,8,24.99
1577,3514,250,8,24.99
3211,3514,222,7,12.99
7105,3514,265,7,24.99
7695,3514,268,2,24.99
10977,3515,252,5,16.99
5033,3516,18,4,18.99
3984,3517,169,3,379.99
9474,3517,224,4,24.99
2335,3518,102,4,42.99
8488,3518,279,5,44.99
462,3519,118,1,8.99
6489,3520,140,4,33.99
1762,3521,203,3,44.99
2714,3521,249,1,24.99
896,3522,8,4,21.99
1276,3522,208,4,24.99
1119,3523,222,7,12.99
5379,3523,208,3,24.99
6136,3523,41,1,15
7229,3523,232,4,17.99
3699,3524,129,1,15.99
10978,3525,252,7,16.99
8350,3526,28,8,15
7813,3527,275,2,24.99
8600,3527,220,1,24.99
1416,3528,205,7,24.99
9995,3529,259,4,12.99
10979,3530,76,7,11.99
7737,3531,271,2,24.99
8854,3531,163,3,69.99
9748,3531,73,4,31.99
10980,3532,229,1,12.99
212,3533,216,4,24.99
8044,3533,214,5,24.99
3905,3534,216,8,24.99
1432,3535,104,2,19.99
5225,3535,54,2,5.49
2584,3536,18,6,18.99
7271,3536,178,2,69.99
9548,3536,24,4,59.99
10981,3537,259,6,12.99
2269,3538,105,2,9.99
10982,3539,48,4,15
10983,3540,4,7,5.49
4164,3541,90,5,11.99
6798,3541,271,7,24.99
8419,3541,31,4,18.99
8890,3541,218,8,12.99
296,3542,221,4,17.99
1555,3542,254,5,16.99
9424,3542,265,2,24.99
7826,3543,164,7,199.99
10984,3544,156,1,199.99
10985,3545,251,7,44.99
10986,3546,194,7,16.99
5048,3547,208,3,24.99
1202,3548,228,8,24.99
3043,3548,183,5,69.99
5502,3548,259,3,12.99
2411,3549,98,4,11.99
8992,3549,128,5,12.99
1187,3550,247,2,24.99
9595,3550,184,7,24.99
3928,3551,112,5,84.99
4056,3551,100,5,19.99
3490,3552,31,4,18.99
2268,3553,129,2,15.99
9999,3553,213,2,12.99
10987,3554,33,8,59.99
10988,3555,34,2,76.99
10989,3556,108,3,9.99
1329,3557,270,7,24.99
8320,3557,46,8,21.99
9448,3558,4,2,5.49
3740,3559,203,4,44.99
8617,3560,227,4,24.99
2346,3561,149,4,33.99
10990,3562,275,3,24.99
2243,3563,84,7,11.99
3863,3563,102,6,42.99
10991,3564,171,6,69.99
10992,3565,16,7,21.99
10993,3566,129,2,15.99
10994,3567,218,7,12.99
3636,3568,113,7,9.99
10995,3569,129,4,15.99
111,3570,229,4,12.99
3173,3570,80,6,11.99
4689,3570,147,1,15.99
9918,3570,73,6,31.99
2085,3571,232,7,17.99
3647,3571,160,5,199.99
4625,3571,191,6,12.99
9878,3572,34,5,76.99
10996,3573,233,7,24.99
8925,3574,61,1,19.99
8746,3575,174,7,199.99
10997,3576,207,2,24.99
10998,3577,17,8,5.49
3081,3578,146,1,12.99
7491,3579,255,4,24.99
10999,3580,82,5,11.99
2786,3581,70,8,31.99
6732,3582,93,3,7.49
7950,3583,254,2,16.99
8928,3583,147,2,15.99
5158,3584,108,6,9.99
9531,3584,259,4,12.99
8113,3585,71,4,7.49
11000,3586,6,4,18.99
7540,3587,6,2,18.99
2103,3588,37,4,76.99
7377,3588,249,5,24.99
8420,3589,212,1,16.99
4099,3590,46,7,21.99
6453,3590,106,1,27.99
2888,3591,228,8,24.99
5292,3592,3,3,76.99
5290,3593,172,2,379.99
1312,3594,123,4,27.99
6265,3594,267,5,16.99
11001,3595,268,6,24.99
3204,3596,214,3,24.99
1862,3597,43,8,21.99
3912,3597,239,2,24.99
11002,3598,192,3,24.99
1182,3599,211,7,24.99
8637,3599,1,7,18.99
8658,3599,249,5,24.99
561,3600,278,7,12.99
9130,3600,183,5,69.99
1536,3601,233,7,24.99
2394,3602,12,6,15
375,3603,153,4,199.99
8816,3603,126,2,27.99
1477,3604,166,4,199.99
5680,3604,258,8,24.99
4840,3605,48,8,15
5174,3605,7,6,59.99
11003,3606,100,5,19.99
9308,3607,48,1,15
9890,3607,156,5,199.99
7279,3608,20,7,59.99
5204,3609,234,8,17.99
11004,3610,28,8,15
5029,3611,271,7,24.99
5446,3611,197,4,24.99
1717,3612,68,6,11.99
2765,3612,140,8,33.99
5041,3612,112,6,84.99
11005,3613,39,4,59.99
7553,3614,195,4,24.99
8632,3614,156,3,199.99
11006,3615,43,3,21.99
1839,3616,224,5,24.99
5414,3616,112,4,84.99
11007,3617,244,7,24.99
11008,3618,263,7,24.99
5924,3619,65,3,31.99
11009,3620,96,3,19.99
11010,3621,64,6,31.99
2195,3622,73,5,31.99
11011,3623,194,5,16.99
11012,3624,268,5,24.99
7178,3625,109,8,84.99
3516,3626,13,5,59.99
6598,3626,166,3,199.99
11013,3627,270,8,24.99
2323,3628,106,5,27.99
11014,3629,190,5,44.99
11015,3630,7,4,59.99
11016,3631,271,1,24.99
11017,3632,112,5,84.99
323,3633,78,8,31.99
2299,3633,23,2,18.99
7557,3633,154,8,379.99
7729,3633,12,4,15
5266,3634,274,2,24.99
2169,3635,64,4,31.99
4509,3635,269,4,16.99
11018,3636,211,1,24.99
11019,3637,71,7,7.49
138,3638,190,3,44.99
1316,3638,137,6,15.99
713,3639,170,1,379.99
3777,3639,168,3,199.99
11020,3640,158,3,379.99
4532,3641,241,6,44.99
6197,3641,50,7,15
8534,3641,192,8,24.99
2300,3642,153,3,199.99
6907,3642,13,1,59.99
685,3643,78,8,31.99
4694,3644,162,5,199.99
9964,3644,6,5,18.99
9242,3645,181,6,69.99
11021,3646,94,8,42.99
3018,3647,235,8,16.99
3241,3648,125,6,9.99
6337,3648,205,4,24.99
11022,3649,260,4,44.99
9249,3650,64,3,31.99
3945,3651,21,6,18.99
6118,3651,63,3,42.99
6929,3652,12,6,15
11023,3653,242,7,17.99
11024,3654,97,5,31.99
11025,3655,127,7,9.99
11026,3656,236,8,12.99
11027,3657,3,6,76.99
2442,3658,66,7,42.99
2768,3658,50,2,15
4451,3658,159,8,69.99
9383,3659,131,5,15.99
8702,3660,15,5,15
4941,3661,8,7,21.99
5276,3662,104,6,19.99
11028,3663,169,1,379.99
496,3664,128,7,12.99
4712,3665,138,2,33.99
1305,3666,174,4,199.99
1617,3666,75,5,42.99
3225,3667,72,5,11.99
9000,3667,243,5,24.99
11029,3668,28,3,15
1965,3669,257,4,44.99
8994,3669,262,2,24.99
11030,3670,242,7,17.99
3273,3671,80,7,11.99
7634,3672,131,5,15.99
8168,3673,216,5,24.99
11031,3674,145,4,15.99
11032,3675,203,8,44.99
8472,3676,149,5,33.99
966,3677,229,8,12.99
7459,3677,260,5,44.99
5683,3678,78,2,31.99
1635,3679,13,5,59.99
6071,3679,184,2,24.99
4683,3680,186,6,16.99
4656,3681,199,7,24.99
2230,3682,90,6,11.99
3296,3682,112,4,84.99
4808,3682,222,4,12.99
11033,3683,159,2,69.99
2278,3684,111,8,8.99
3872,3684,54,2,5.49
9241,3684,186,2,16.99
8879,3685,161,5,199.99
11034,3686,3,6,76.99
6609,3687,115,7,8.99
7,3688,137,7,15.99
881,3688,97,6,31.99
5952,3688,237,5,16.99
11035,3689,19,8,21.99
11036,3690,232,2,17.99
649,3691,78,4,31.99
9352,3691,103,7,7.49
11037,3692,152,4,199.99
8804,3693,260,6,44.99
2807,3694,80,5,11.99
5031,3694,256,6,24.99
110,3695,218,2,12.99
11038,3696,241,1,44.99
635,3697,170,8,379.99
6381,3697,54,1,5.49
4729,3698,156,8,199.99
8067,3698,174,8,199.99
11039,3699,75,2,42.99
11040,3700,81,6,19.99
6690,3701,96,1,19.99
2849,3702,3,2,76.99
6857,3702,261,2,24.99
7259,3703,253,5,24.99
11041,3704,274,3,24.99
11042,3705,39,1,59.99
8112,3706,202,5,17.99
8779,3706,242,2,17.99
4519,3707,27,7,5.49
4806,3707,182,2,379.99
11043,3708,127,5,9.99
8183,3709,40,7,5.49
1233,3710,171,7,69.99
1285,3710,153,3,199.99
2328,3710,129,1,15.99
11044,3711,173,7,69.99
11045,3712,60,3,31.99
11046,3713,260,7,44.99
3519,3714,171,5,69.99
4839,3714,49,7,15
4894,3714,24,8,59.99
6193,3714,187,3,12.99
11047,3715,30,7,76.99
11048,3716,148,1,12.99
9603,3717,45,6,76.99
11049,3718,192,3,24.99
11050,3719,197,1,24.99
8083,3720,50,1,15
9120,3721,24,4,59.99
11051,3722,18,4,18.99
3879,3723,39,7,59.99
6058,3724,19,7,21.99
3420,3725,279,2,44.99
133,3726,252,5,16.99
9997,3726,4,5,5.49
11052,3727,74,7,7.49
6109,3728,242,2,17.99
1799,3729,23,8,18.99
2382,3729,221,5,17.99
9493,3729,77,2,42.99
8285,3730,182,2,379.99
11053,3731,245,6,24.99
5930,3732,36,2,18.99
9094,3733,52,7,21.99
9320,3733,273,3,24.99
7327,3734,160,6,199.99
