order_id,customer_id,order_total,payment_type,order_status,order_date
3627,132,199.92,Credit Card,Completed,3/27/2024
3628,861,139.95,Credit Card,Completed,6/27/2024
3629,930,224.95,Credit Card,Completed,3/2/2024
3630,240,239.96,Credit Card,Pending,8/19/2024
3631,934,24.99,Debit Card,Completed,8/30/2024
3632,372,424.95,Credit Card,Cancelled,7/7/2024
3633,145,3393.82,Debit Card,Cancelled,8/10/2024
3634,215,49.98,Debit Card,Completed,12/30/2024
3635,21,195.92,Credit Card,Completed,4/3/2024
3636,7,24.99,Debit Card,Completed,5/18/2024
3637,1120,52.43,Debit Card,Cancelled,4/6/2024
3638,498,230.91,Debit Card,Cancelled,1/12/2024
3639,617,979.96,PayPal,Completed,9/29/2024
3640,537,1139.97,Credit Card,Completed,4/19/2024
3641,581,574.86,Debit Card,Cancelled,10/2/2024
3642,28,659.96,Debit Card,Pending,9/21/2024
3643,339,255.92,Debit Card,Cancelled,10/26/2024
3644,531,1094.9,PayPal,Completed,11/23/2024
3645,223,419.94,Credit Card,Cancelled,1/20/2024
3646,1067,343.92,Credit Card,Completed,6/10/2024
3647,550,135.92,Debit Card,Pending,8/5/2024
3648,232,159.9,PayPal,Completed,11/23/2024
3649,871,179.96,Debit Card,Completed,5/10/2024
3650,926,95.97,Credit Card,Pending,3/4/2024
3651,669,242.91,PayPal,Cancelled,12/16/2024
3652,1101,90,Credit Card,Cancelled,7/18/2024
3653,393,125.93,Debit Card,Pending,6/15/2024
3654,42,159.95,Debit Card,Pending,3/18/2024
3655,702,69.93,Credit Card,Cancelled,7/27/2024
3656,103,103.92,PayPal,Completed,12/8/2024
3657,231,461.94,Credit Card,Cancelled,8/4/2024
3658,471,890.85,Credit Card,Pending,2/9/2024
3659,1109,79.95,Credit Card,Completed,11/2/2024
3660,397,75,Credit Card,Pending,10/25/2024
3661,682,153.93,Credit Card,Completed,7/20/2024
3662,828,119.94,Debit Card,Cancelled,2/5/2024
3663,1042,379.99,Credit Card,Pending,1/20/2024
3664,1132,90.93,Debit Card,Pending,2/3/2024
3665,461,67.98,Debit Card,Completed,6/6/2024
3666,323,1014.91,Credit Card,Cancelled,7/1/2024
3667,948,184.9,PayPal,Cancelled,7/10/2024
3668,325,45,PayPal,Completed,11/28/2024
3669,101,229.94,Credit Card,Completed,6/4/2024
3670,641,125.93,Debit Card,Pending,2/17/2024
3671,546,83.93,Credit Card,Completed,4/10/2024
3672,902,79.95,Credit Card,Cancelled,3/19/2024
3673,599,124.95,Credit Card,Completed,2/4/2024
3674,395,63.96,PayPal,Completed,4/4/2024
3675,543,359.92,Credit Card,Completed,4/15/2024
3676,1003,169.95,PayPal,Pending,12/7/2024
3677,592,328.87,Debit Card,Completed,8/10/2024
3678,22,63.98,Credit Card,Pending,11/28/2024
3679,987,349.93,Credit Card,Pending,8/9/2024
3680,1055,101.94,Credit Card,Pending,3/19/2024
3681,934,174.93,Credit Card,Cancelled,11/7/2024
3682,279,463.86,Credit Card,Completed,12/20/2024
3683,41,139.98,Credit Card,Completed,9/18/2024
3684,840,116.88,Credit Card,Completed,3/4/2024
3685,1090,999.95,Credit Card,Completed,2/23/2024
3686,127,461.94,Credit Card,Completed,10/17/2024
3687,554,62.93,Debit Card,Completed,1/3/2024
3688,12,388.82,PayPal,Cancelled,6/22/2024
3689,155,175.92,Credit Card,Pending,10/31/2024
3690,939,35.98,Credit Card,Completed,12/19/2024
3691,467,180.39,PayPal,Pending,8/11/2024
3692,902,799.96,Credit Card,Pending,2/6/2024
3693,395,269.94,PayPal,Pending,3/17/2024
3694,1124,209.89,PayPal,Completed,4/19/2024
3695,71,25.98,Debit Card,Completed,2/21/2024
3696,448,44.99,Debit Card,Pending,2/7/2024
3697,1033,3045.41,PayPal,Completed,8/4/2024
3698,406,3199.84,Debit Card,Pending,11/22/2024
3699,1011,85.98,Credit Card,Completed,12/31/2024
3700,525,119.94,Credit Card,Completed,6/3/2024
3701,1100,19.99,PayPal,Completed,12/16/2024
3702,393,203.96,Debit Card,Cancelled,9/5/2024
3703,617,124.95,Credit Card,Completed,5/16/2024
3704,1079,74.97,Debit Card,Completed,6/2/2024
3705,838,59.99,Credit Card,Pending,1/14/2024
3706,819,125.93,Debit Card,Completed,1/10/2024
3707,193,798.41,Credit Card,Pending,5/13/2024
3708,455,49.95,PayPal,Completed,10/30/2024
3709,660,38.43,Credit Card,Pending,6/14/2024
3710,20,1105.89,Credit Card,Completed,7/30/2024
3711,307,489.93,PayPal,Cancelled,8/9/2024
3712,612,95.97,Credit Card,Completed,2/1/2024
3713,516,314.93,Credit Card,Pending,9/6/2024
3714,898,973.84,PayPal,Pending,5/31/2024
3715,779,538.93,Credit Card,Pending,5/9/2024
3716,460,12.99,PayPal,Completed,9/24/2024
3717,1090,461.94,Debit Card,Completed,7/12/2024
3718,34,74.97,Credit Card,Cancelled,12/22/2024
3719,940,24.99,Credit Card,Completed,3/19/2024
3720,106,15,Credit Card,Completed,5/10/2024
3721,116,239.96,PayPal,Completed,3/22/2024
3722,520,75.96,Credit Card,Completed,5/17/2024
3723,151,419.93,Debit Card,Pending,1/28/2024
3724,632,153.93,Credit Card,Cancelled,12/26/2024
3725,1100,89.98,Credit Card,Completed,7/9/2024
3726,453,112.4,PayPal,Completed,12/27/2024
3727,739,52.43,Credit Card,Cancelled,1/10/2024
3728,386,35.98,PayPal,Completed,3/28/2024
3729,1115,327.85,Debit Card,Completed,8/20/2024
3730,1126,759.98,Credit Card,Pending,8/22/2024
3731,300,149.94,Credit Card,Completed,11/28/2024
3732,887,37.98,Credit Card,Completed,4/22/2024
3733,892,228.9,PayPal,Pending,3/6/2024
3734,459,1249.92,Credit Card,Completed,10/14/2024
3735,1114,60,Credit Card,Cancelled,11/28/2024
3736,832,209.97,Credit Card,Completed,1/22/2024
3737,790,64.95,Credit Card,Completed,2/12/2024
3738,877,120,Credit Card,Pending,4/25/2024
3739,476,65.97,Credit Card,Pending,8/7/2024
3740,644,847.8,Debit Card,Cancelled,5/13/2024
3741,1156,369.9,Debit Card,Pending,5/30/2024
3742,297,1899.95,Debit Card,Pending,5/26/2024
3743,513,1061.83,PayPal,Completed,3/17/2024
3744,2,109.95,PayPal,Pending,9/22/2024
3745,281,82.92,PayPal,Completed,3/15/2024
3746,120,409.95,PayPal,Completed,4/20/2024
3747,435,95.92,PayPal,Cancelled,7/20/2024
3748,1160,233.4,Credit Card,Completed,8/25/2024
3749,31,99.96,Credit Card,Pending,5/24/2024
3750,633,105,Credit Card,Cancelled,2/22/2024
3751,83,76.99,PayPal,Cancelled,3/16/2024
3752,104,554.92,Debit Card,Completed,6/1/2024
3753,410,43.98,PayPal,Pending,12/27/2024
3754,524,87.96,Credit Card,Cancelled,12/7/2024
3755,461,29.96,Credit Card,Completed,3/17/2024
3756,60,139.98,Credit Card,Completed,6/27/2024
3757,366,171.96,Credit Card,Completed,5/21/2024
3758,841,166.94,Credit Card,Cancelled,1/17/2024
3759,1160,30,Credit Card,Pending,11/13/2024
3760,409,314.87,Credit Card,Cancelled,9/21/2024
3761,43,49.98,Credit Card,Completed,11/19/2024
3762,1137,199.92,Credit Card,Pending,9/27/2024
3763,1073,101.97,Credit Card,Cancelled,3/13/2024
3764,853,49.98,Debit Card,Completed,3/17/2024
3765,1014,64.95,Credit Card,Pending,5/8/2024
3766,939,24.99,Debit Card,Cancelled,5/5/2024
3767,699,27.99,PayPal,Pending,4/23/2024
3768,632,45,Debit Card,Pending,10/26/2024
3769,592,341.89,Credit Card,Cancelled,4/11/2024
3770,692,172.91,Debit Card,Completed,12/28/2024
3771,202,174.93,Credit Card,Completed,2/19/2024
3772,466,25.98,PayPal,Completed,5/28/2024
3773,648,314.93,PayPal,Cancelled,9/17/2024
3774,119,124.95,Credit Card,Pending,10/9/2024
3775,791,799.96,Credit Card,Cancelled,1/7/2024
3776,80,362.88,PayPal,Cancelled,11/24/2024
3777,741,156.91,Debit Card,Completed,3/13/2024
3778,1140,133.91,PayPal,Completed,4/21/2024
3779,1052,393.91,Credit Card,Cancelled,4/11/2024
3780,234,85.98,PayPal,Completed,8/19/2024
3781,1097,14.98,Credit Card,Pending,1/1/2024
3782,731,251.92,PayPal,Completed,10/13/2024
3783,603,114.96,PayPal,Completed,1/5/2024
3784,662,1917.85,Credit Card,Completed,2/5/2024
3785,687,64.95,Credit Card,Cancelled,10/28/2024
3786,496,10.98,Credit Card,Pending,9/19/2024
3787,1081,437.91,Credit Card,Completed,1/10/2024
3788,304,49.98,Credit Card,Cancelled,3/3/2024
3789,668,12.99,Debit Card,Cancelled,8/4/2024
3790,512,94.95,Debit Card,Completed,9/3/2024
3791,867,168.91,Credit Card,Completed,5/25/2024
3792,736,174.93,Credit Card,Cancelled,10/20/2024
3793,1095,99.96,Debit Card,Pending,1/4/2024
3794,970,90,PayPal,Completed,3/12/2024
3795,924,94.95,PayPal,Pending,12/27/2024
3796,1129,734.79,PayPal,Cancelled,10/16/2024
3797,1033,47.96,Credit Card,Completed,11/9/2024
3798,400,759.98,Debit Card,Completed,8/10/2024
3799,1071,509.94,Credit Card,Completed,2/17/2024
3800,397,35.98,Debit Card,Completed,10/2/2024
3801,546,71.94,Credit Card,Completed,11/25/2024
3802,159,118.93,PayPal,Completed,5/25/2024
3803,1123,359.92,PayPal,Cancelled,6/13/2024
3804,452,42.99,Debit Card,Pending,5/18/2024
3805,1148,279.96,Debit Card,Cancelled,12/10/2024
3806,1047,64.95,Credit Card,Completed,2/7/2024
3807,1067,74.97,Credit Card,Pending,7/30/2024
3808,272,42.99,PayPal,Completed,7/3/2024
3809,1010,254.97,Credit Card,Pending,5/5/2024
3810,676,599.82,Credit Card,Pending,8/4/2024
3811,1160,24.99,PayPal,Pending,6/11/2024
3812,521,313.93,Credit Card,Cancelled,1/4/2024
3813,385,494.89,PayPal,Pending,8/28/2024
3814,730,343.92,PayPal,Cancelled,1/3/2024
3815,259,49.98,Debit Card,Cancelled,1/29/2024
3816,1000,120,Credit Card,Completed,12/26/2024
3817,202,279.96,Credit Card,Completed,10/3/2024
3818,940,117.96,Credit Card,Pending,3/18/2024
3819,393,799.96,Credit Card,Pending,10/4/2024
3820,581,435.87,Credit Card,Completed,1/9/2024
3821,637,174.93,PayPal,Pending,6/25/2024
3822,261,747.31,PayPal,Completed,1/19/2024
3823,420,399.98,Credit Card,Completed,7/31/2024
3824,141,3039.92,PayPal,Completed,8/2/2024
3825,153,615.92,Debit Card,Completed,6/15/2024
3826,543,74.97,Credit Card,Pending,5/13/2024
3827,831,384.95,PayPal,Completed,2/5/2024
3828,268,582.32,Credit Card,Completed,8/26/2024
3829,311,1139.97,Debit Card,Completed,11/30/2024
3830,844,3039.92,Credit Card,Pending,4/8/2024
3831,1,211.92,Debit Card,Completed,7/14/2024
3832,100,99.96,Credit Card,Pending,11/11/2024
3833,298,85.98,Debit Card,Completed,1/9/2024
3834,222,65.97,Credit Card,Cancelled,7/16/2024
3835,885,1519.96,Credit Card,Pending,1/24/2024
3836,1042,31.99,Debit Card,Completed,6/11/2024
3837,312,51.96,PayPal,Completed,4/27/2024
3838,621,149.94,Credit Card,Completed,7/18/2024
3839,1124,360.84,Credit Card,Cancelled,6/27/2024
3840,117,109.95,PayPal,Pending,6/2/2024
3841,525,271.92,Debit Card,Completed,5/25/2024
3842,887,307.96,Debit Card,Completed,4/25/2024
3843,750,135.96,Credit Card,Completed,8/2/2024
3844,1113,59.97,Credit Card,Pending,3/25/2024
3845,138,67.96,Debit Card,Completed,4/8/2024
3846,606,120,PayPal,Cancelled,7/2/2024
3847,1052,16.47,Credit Card,Completed,8/19/2024
3848,206,635.88,Credit Card,Completed,9/13/2024
3849,974,49.98,Debit Card,Completed,8/21/2024
3850,265,514.81,Credit Card,Cancelled,4/7/2024
3851,981,43.98,PayPal,Completed,12/3/2024
3852,451,149.94,Credit Card,Completed,9/27/2024
3853,559,257.94,Credit Card,Pending,6/27/2024
3854,808,7.49,Debit Card,Completed,7/13/2024
3855,1142,32.94,PayPal,Completed,10/15/2024
3856,576,257.94,Debit Card,Completed,6/8/2024
3857,1059,224.95,Debit Card,Completed,1/25/2024
3858,598,139.98,PayPal,Completed,5/10/2024
3859,407,209.97,Debit Card,Completed,2/20/2024
3860,950,188.91,PayPal,Cancelled,10/19/2024
3861,562,84.99,Credit Card,Pending,11/11/2024
3862,1127,63.96,Credit Card,Completed,7/8/2024
3863,601,21.96,Credit Card,Cancelled,6/30/2024
3864,22,549.91,Credit Card,Cancelled,5/19/2024
3865,1158,43.98,Credit Card,Completed,9/11/2024
3866,322,91.4,Credit Card,Completed,6/24/2024
3867,714,134.97,Credit Card,Pending,4/19/2024
3868,1139,45,Credit Card,Pending,8/29/2024
3869,176,60,PayPal,Cancelled,2/25/2024
3870,1161,17.99,Debit Card,Completed,1/16/2024
3871,661,38.97,Debit Card,Pending,3/26/2024
3872,747,63.98,Credit Card,Pending,9/8/2024
3873,461,257.94,Credit Card,Completed,12/13/2024
3874,644,298.9,Debit Card,Pending,6/25/2024
3875,206,131.94,Debit Card,Pending,11/23/2024
3876,178,299.88,Credit Card,Pending,2/20/2024
3877,780,214.95,Credit Card,Pending,2/5/2024
3878,997,167.94,PayPal,Cancelled,7/5/2024
3879,398,337.88,PayPal,Cancelled,9/22/2024
3880,61,385.86,Debit Card,Cancelled,3/4/2024
3881,705,466.84,Credit Card,Cancelled,6/30/2024
3882,276,174.93,Credit Card,Pending,8/17/2024
3883,437,38.97,Credit Card,Completed,9/3/2024
3884,561,359.94,Credit Card,Cancelled,3/18/2024
3885,1073,37.45,Credit Card,Completed,5/27/2024
3886,1003,233.91,Credit Card,Completed,11/6/2024
3887,521,159.95,Debit Card,Cancelled,6/20/2024
3888,511,1199.94,Debit Card,Pending,8/7/2024
3889,394,314.93,Credit Card,Completed,10/13/2024
3890,889,79.92,Debit Card,Pending,9/2/2024
3891,290,67.96,Debit Card,Completed,12/9/2024
3892,357,207.9,Debit Card,Pending,5/10/2024
3893,485,678.9,Debit Card,Cancelled,10/29/2024
3894,219,834.95,Debit Card,Cancelled,5/21/2024
3895,630,99.95,Debit Card,Cancelled,9/15/2024
3896,201,90.93,PayPal,Completed,8/11/2024
3897,575,24.99,PayPal,Completed,10/13/2024
3898,715,99.96,Debit Card,Pending,3/24/2024
3899,326,17.99,Credit Card,Cancelled,12/27/2024
3900,511,399.98,Debit Card,Completed,12/15/2024
3901,997,74.97,Debit Card,Pending,10/22/2024
3902,749,67.96,Credit Card,Cancelled,1/5/2024
3903,658,12.99,Debit Card,Pending,12/9/2024
3904,540,351.79,Credit Card,Pending,6/2/2024
3905,789,124.95,Debit Card,Pending,1/13/2024
3906,417,49.98,Debit Card,Pending,7/20/2024
3907,613,135.96,Debit Card,Completed,4/3/2024
3908,539,384.95,Debit Card,Completed,11/6/2024
3909,1053,95.92,Credit Card,Cancelled,11/30/2024
3910,1002,83.97,Credit Card,Pending,7/20/2024
3911,403,1139.97,Credit Card,Pending,6/15/2024
3912,1030,273.94,Debit Card,Completed,10/2/2024
3913,854,242.37,Credit Card,Completed,11/2/2024
3914,788,12.99,Credit Card,Completed,10/5/2024
3915,301,1655.85,Debit Card,Pending,4/11/2024
3916,648,149.94,Credit Card,Cancelled,8/5/2024
3917,902,199.92,Credit Card,Completed,3/19/2024
3918,251,162.93,PayPal,Completed,3/1/2024
3919,514,1139.97,PayPal,Pending,3/10/2024
3920,431,239.96,PayPal,Completed,10/24/2024
3921,464,1399.93,Debit Card,Cancelled,4/26/2024
3922,1061,83.93,PayPal,Cancelled,9/3/2024
3923,407,38.43,Credit Card,Cancelled,11/6/2024
3924,998,74.97,Credit Card,Completed,3/15/2024
3925,516,39.96,PayPal,Completed,10/31/2024
3926,1060,12.99,Debit Card,Completed,6/13/2024
3927,878,83.97,PayPal,Completed,5/5/2024
3928,247,134.97,Debit Card,Completed,3/10/2024
3929,728,209.97,Debit Card,Completed,10/20/2024
3930,48,11.99,Debit Card,Cancelled,6/1/2024
3931,279,269.94,PayPal,Pending,7/31/2024
3932,531,59.99,Credit Card,Cancelled,12/1/2024
3933,225,15,Debit Card,Pending,3/16/2024
3934,1079,38.97,Debit Card,Pending,7/12/2024
3935,937,267.9,PayPal,Completed,5/15/2024
3936,127,208.9,Credit Card,Cancelled,8/14/2024
3937,615,26.97,Credit Card,Pending,2/10/2024
3938,1030,71.94,Credit Card,Completed,8/20/2024
3939,1114,209.93,Credit Card,Completed,9/8/2024
3940,1001,89.94,Credit Card,Cancelled,9/4/2024
3941,853,23.98,Credit Card,Completed,6/5/2024
3942,893,137.89,Credit Card,Pending,5/19/2024
3943,838,858.89,Credit Card,Completed,8/27/2024
3944,149,149.94,Credit Card,Cancelled,12/9/2024
3945,55,31.99,Debit Card,Cancelled,8/29/2024
3946,924,71.94,Credit Card,Completed,9/23/2024
3947,468,281.92,Credit Card,Completed,3/11/2024
3948,1109,47.97,Debit Card,Completed,12/2/2024
3949,495,399.98,Credit Card,Pending,11/11/2024
3950,345,49.98,Credit Card,Pending,12/16/2024
3951,820,134.4,Debit Card,Cancelled,9/4/2024
3952,812,199.92,PayPal,Cancelled,10/26/2024
3953,188,159.95,PayPal,Pending,10/16/2024
3954,612,49.95,PayPal,Cancelled,2/22/2024
3955,723,153.98,PayPal,Completed,12/18/2024
3956,812,5.49,Debit Card,Pending,6/27/2024
3957,694,169.98,Credit Card,Pending,2/13/2024
3958,190,503.87,PayPal,Completed,9/10/2024
3959,417,132.93,Credit Card,Completed,3/17/2024
3960,742,17.98,Credit Card,Pending,11/10/2024
3961,1074,179.97,Credit Card,Pending,9/25/2024
3962,152,49.95,PayPal,Cancelled,3/12/2024
3963,318,509.94,Credit Card,Completed,6/23/2024
3964,244,35.96,Credit Card,Completed,6/15/2024
3965,848,799.96,Credit Card,Pending,10/30/2024
3966,692,159.92,PayPal,Completed,6/16/2024
3967,309,9.99,PayPal,Cancelled,1/16/2024
3968,623,359.92,Credit Card,Completed,5/19/2024
3969,199,119.94,Credit Card,Pending,2/12/2024
3970,990,17.99,Credit Card,Cancelled,1/27/2024
3971,826,120,Credit Card,Pending,7/23/2024
3972,251,74.97,PayPal,Completed,5/6/2024
3973,778,349.86,Debit Card,Completed,4/21/2024
3974,488,349.89,PayPal,Cancelled,7/13/2024
3975,543,74.96,Credit Card,Pending,8/26/2024
3976,429,59.92,Credit Card,Completed,12/17/2024
3977,209,9.99,Debit Card,Pending,5/10/2024
3978,624,359.94,Credit Card,Pending,9/17/2024
3979,981,19.98,Credit Card,Completed,7/30/2024
3980,967,224.95,PayPal,Completed,2/10/2024
3981,242,12.99,Credit Card,Pending,5/17/2024
3982,567,237.93,PayPal,Completed,7/7/2024
3983,1058,318.85,Credit Card,Completed,2/20/2024
3984,1104,314.93,Credit Card,Pending,8/31/2024
3985,892,468.87,PayPal,Pending,3/28/2024
3986,652,44.99,Credit Card,Completed,10/5/2024
3987,281,1599.92,Debit Card,Pending,1/23/2024
3988,380,59.95,PayPal,Cancelled,5/16/2024
3989,679,359.92,Credit Card,Completed,7/2/2024
3990,891,419.93,Debit Card,Completed,6/18/2024
3991,691,224.95,PayPal,Completed,7/28/2024
3992,351,77.94,Credit Card,Cancelled,10/31/2024
3993,1071,30,PayPal,Cancelled,10/21/2024
3994,553,99.96,Credit Card,Pending,7/10/2024
3995,891,2279.94,Credit Card,Pending,4/17/2024
3996,1159,1371.9,Credit Card,Pending,6/9/2024
3997,82,551.92,Debit Card,Pending,2/8/2024
3998,1098,99.96,Credit Card,Completed,5/12/2024
3999,627,27.45,Credit Card,Completed,12/29/2024
4000,503,103.94,Credit Card,Completed,8/15/2024
4001,997,63.98,PayPal,Completed,9/25/2024
4002,86,51.96,PayPal,Pending,4/18/2024
4003,395,24.99,Credit Card,Cancelled,10/12/2024
4004,132,3324.79,Credit Card,Completed,5/10/2024
4005,961,49.98,Credit Card,Pending,7/22/2024
4006,1019,43.92,Debit Card,Cancelled,2/18/2024
4007,45,83.93,PayPal,Cancelled,1/13/2024
4008,258,24.99,PayPal,Completed,2/6/2024
4009,406,24.99,Credit Card,Pending,9/24/2024
4010,171,103.93,PayPal,Cancelled,8/3/2024
4011,202,179.97,Credit Card,Cancelled,5/6/2024
4012,818,51.96,Debit Card,Completed,12/25/2024
4013,1060,25.98,Credit Card,Completed,7/18/2024
4014,1140,1924.94,Debit Card,Completed,12/2/2024
4015,183,153.93,Credit Card,Cancelled,4/24/2024
4016,135,729.85,Credit Card,Completed,8/1/2024
4017,571,69.93,Debit Card,Pending,2/22/2024
4018,14,149.94,PayPal,Cancelled,5/5/2024
4019,365,149.94,Credit Card,Completed,7/19/2024
4020,855,417.88,PayPal,Cancelled,9/3/2024
4021,97,37.45,Debit Card,Cancelled,3/18/2024
4022,65,25.98,Debit Card,Pending,3/3/2024
4023,349,49.98,Credit Card,Completed,9/7/2024
4024,871,71.94,Credit Card,Pending,4/25/2024
4025,48,99.96,PayPal,Completed,2/13/2024
4026,812,179.96,Credit Card,Cancelled,12/7/2024
4027,897,18.99,PayPal,Pending,1/27/2024
4028,759,49.98,Credit Card,Completed,4/30/2024
4029,291,113.94,PayPal,Completed,8/14/2024
4030,403,379.99,Debit Card,Completed,1/10/2024
4031,919,419.94,Credit Card,Completed,8/10/2024
4032,815,307.96,Credit Card,Completed,9/30/2024
4033,276,379.99,PayPal,Cancelled,7/17/2024
4034,157,65.97,Debit Card,Cancelled,8/13/2024
4035,846,174.93,Credit Card,Completed,2/5/2024
4036,698,279.93,Credit Card,Completed,4/23/2024
4037,595,51.96,Credit Card,Cancelled,12/10/2024
4038,849,479.92,Credit Card,Completed,12/18/2024
4039,967,1519.96,Debit Card,Pending,12/24/2024
4040,441,24.48,Debit Card,Cancelled,12/14/2024
4041,194,49.98,Credit Card,Cancelled,1/1/2024
4042,157,19.98,Credit Card,Completed,9/28/2024
4043,1096,151.92,PayPal,Cancelled,7/11/2024
4044,454,51.96,PayPal,Cancelled,3/14/2024
4045,1165,119.94,Credit Card,Pending,5/7/2024
4046,958,149.94,Credit Card,Completed,6/30/2024
4047,155,84.95,Debit Card,Cancelled,4/8/2024
4048,660,49.98,PayPal,Completed,2/21/2024
4049,545,403.79,PayPal,Pending,6/29/2024
4050,229,364.89,Credit Card,Completed,10/24/2024
4051,1123,16.47,PayPal,Pending,1/21/2024
4052,57,676.84,Credit Card,Completed,1/17/2024
4053,20,339.96,PayPal,Pending,8/1/2024
4054,396,53.97,Credit Card,Completed,1/28/2024
4055,778,56.97,PayPal,Cancelled,1/14/2024
4056,350,63.96,Credit Card,Cancelled,9/20/2024
4057,356,1199.94,PayPal,Cancelled,4/6/2024
4058,554,90.93,PayPal,Completed,4/23/2024
4059,71,81.96,Credit Card,Completed,7/1/2024
4060,813,101.94,PayPal,Completed,1/20/2024
4061,136,239.96,PayPal,Cancelled,4/23/2024
4062,1038,384.95,Credit Card,Completed,2/3/2024
4063,793,26.97,Debit Card,Completed,5/13/2024
4064,1070,159.95,Debit Card,Completed,3/10/2024
4065,939,239.96,Credit Card,Completed,3/2/2024
4066,1009,1599.92,Debit Card,Completed,4/27/2024
4067,343,300.93,Credit Card,Completed,8/14/2024
4068,54,169.95,Credit Card,Completed,1/13/2024
4069,1090,246.36,Credit Card,Cancelled,11/16/2024
4070,364,44.95,Debit Card,Cancelled,12/9/2024
4071,433,50.97,Credit Card,Pending,7/2/2024
4072,1159,239.96,PayPal,Pending,12/3/2024
4073,18,53.97,Debit Card,Pending,1/6/2024
4074,423,199.92,Credit Card,Cancelled,3/31/2024
4075,1078,615.92,PayPal,Completed,6/20/2024
4076,1053,1899.95,PayPal,Completed,8/28/2024
4077,758,7.49,Credit Card,Completed,8/24/2024
4078,505,588.91,Credit Card,Cancelled,5/1/2024
4079,1107,128.94,Debit Card,Completed,2/25/2024
4080,497,164.93,Credit Card,Pending,7/5/2024
4081,777,326.95,PayPal,Pending,7/4/2024
4082,830,279.91,PayPal,Pending,2/9/2024
4083,237,37.45,Credit Card,Completed,6/13/2024
4084,228,49.98,Credit Card,Pending,2/2/2024
4085,828,107.94,Debit Card,Completed,3/17/2024
4086,99,47.46,Credit Card,Cancelled,2/16/2024
4087,360,307.96,Credit Card,Completed,2/1/2024
4088,1072,23.98,Credit Card,Pending,6/24/2024
4089,52,124.95,Credit Card,Cancelled,9/10/2024
4090,687,27.99,Credit Card,Pending,3/25/2024
4091,695,84.95,Debit Card,Pending,9/30/2024
4092,1037,24.99,Credit Card,Pending,3/6/2024
4093,220,53.97,Credit Card,Completed,3/14/2024
4094,455,179.96,Credit Card,Pending,2/19/2024
4095,82,35.96,PayPal,Cancelled,7/24/2024
4096,397,199.92,Debit Card,Cancelled,4/9/2024
4097,93,125.93,PayPal,Cancelled,3/22/2024
4098,804,225.9,PayPal,Cancelled,3/21/2024
4099,209,1464.88,PayPal,Completed,6/20/2024
4100,295,140.88,Credit Card,Pending,8/2/2024
4101,1132,615.92,Credit Card,Completed,6/7/2024
4102,21,39.96,PayPal,Completed,3/25/2024
4103,780,14.98,Credit Card,Cancelled,4/30/2024
4104,1050,153.93,Credit Card,Completed,10/10/2024
4105,824,419.88,PayPal,Pending,1/19/2024
4106,148,496.83,Credit Card,Completed,11/18/2024
4107,906,71.92,Debit Card,Cancelled,5/27/2024
4108,707,103.92,Credit Card,Cancelled,3/19/2024
4109,660,314.93,Credit Card,Completed,10/18/2024
4110,1128,5.49,Credit Card,Completed,1/11/2024
4111,447,799.96,Debit Card,Cancelled,10/1/2024
4112,260,419.94,Credit Card,Cancelled,2/24/2024
4113,324,2709.91,Credit Card,Pending,1/14/2024
4114,867,19.99,Credit Card,Pending,11/13/2024
4115,855,219.34,Credit Card,Completed,11/27/2024
4116,338,69.99,Debit Card,Cancelled,6/1/2024
4117,709,149.94,Credit Card,Pending,5/29/2024
4118,929,489.93,PayPal,Completed,3/12/2024
4119,786,89.97,Credit Card,Cancelled,2/20/2024
4120,441,125.93,Credit Card,Completed,10/2/2024
4121,386,225.87,Credit Card,Pending,4/23/2024
4122,849,33.98,Credit Card,Cancelled,1/30/2024
4123,592,103.92,Debit Card,Completed,1/20/2024
4124,1165,75.96,PayPal,Completed,11/20/2024
4125,979,109.95,Credit Card,Cancelled,5/11/2024
4126,827,25.98,Debit Card,Completed,3/27/2024
4127,969,675.88,Credit Card,Pending,2/18/2024
4128,511,134.97,PayPal,Completed,9/14/2024
4129,282,24.99,PayPal,Cancelled,3/12/2024
4130,1001,2727.89,Credit Card,Completed,5/19/2024
4131,3,211.89,Debit Card,Cancelled,11/23/2024
4132,150,37.98,PayPal,Pending,12/5/2024
4133,448,144.97,Credit Card,Pending,12/1/2024
4134,1030,234.92,PayPal,Completed,10/25/2024
4135,677,159.95,Credit Card,Completed,10/14/2024
4136,724,7.49,Credit Card,Completed,5/15/2024
4137,654,1699.88,Credit Card,Cancelled,6/30/2024
4138,1131,24.99,Credit Card,Completed,1/17/2024
4139,998,232.86,Debit Card,Completed,10/6/2024
4140,264,490.86,Credit Card,Completed,11/1/2024
4141,775,1062.68,Credit Card,Completed,8/8/2024
4142,685,87.96,Debit Card,Cancelled,3/15/2024
4143,1141,22.47,Credit Card,Cancelled,6/16/2024
4144,325,51.96,Credit Card,Completed,11/18/2024
4145,345,55.98,Debit Card,Completed,9/5/2024
4146,574,174.93,Credit Card,Pending,8/26/2024
4147,580,135.92,Credit Card,Completed,12/30/2024
4148,385,236.94,Debit Card,Completed,8/2/2024
4149,873,419.93,Credit Card,Pending,7/26/2024
4150,164,296.94,Debit Card,Pending,12/27/2024
4151,125,103.92,Credit Card,Completed,10/28/2024
4152,604,72.98,Credit Card,Pending,1/9/2024
4153,66,124.95,PayPal,Completed,4/22/2024
4154,262,383.88,PayPal,Completed,9/23/2024
